PartID,PartDescription,PartBinAddress,PartBarCode,Product Class,Current Stock,On Order,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,May-26
Em-5483,Hyun Lavita 1.8L 01-04 LH Mtm,37A-2-3,9346140015162,06 First Sale in FY26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
Em-5484,Daewoo Matiz M150  02-04 LH M,37A-2-3,9346140015179,06 First Sale in FY26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Em-5485H,Daewoo Tacuma 2.0L 00-04 RH mt,37A-1-2,9346140015186,07 Not Classed,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5486,Odyssey 3.0L V6 00-04 RH mount,11-A-3-3,9346140015193,04 Bronze,39,0,0,1,0,3,1,2,0,0,0,0,1,0,2,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
Em-5487H,Commodore VE 3.6L V6 Front L/R,9-A-1-5,9346140015209,01 Platinum,284,700,129,96,45,139,88,82,88,65,71,102,89,121,88,108,92,90,98,72,65,60,101,82,74,61,115,80,105,65,73,55,63,35,58,85,84,67
Em-5488H,Accord & Euro 2.4L 08-on Front,11-A-10-5,9346140015216,03 Silver,54,100,6,3,4,7,3,5,6,5,6,8,6,8,5,3,5,7,7,5,4,2,5,7,5,7,8,10,12,9,6,2,7,2,9,11,6,10
Em-5489,"Accord CP2,CU2 2.4L 08-15 Rear",11-A-4-3,9346140015223,04 Bronze,71,0,2,1,1,2,5,3,4,0,3,1,1,3,2,1,4,3,0,1,1,1,4,5,2,2,2,4,5,3,1,1,5,0,3,4,2,2
Em-5490,"Escape,Tribute 2.3L 04-on RH A",11-A-5-3,9346140015230,04 Bronze,81,0,3,4,2,0,2,3,3,2,3,0,2,0,5,4,1,3,2,3,0,1,1,3,2,4,3,7,4,4,5,4,1,2,4,5,4,4
Em-5491,"Astra TR,Calibra 95-98 Rear mt",11-A-4-4,9346140015247,05 No Sales FY25,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
Em-5492,Daewoo Tacuma U100 00-04 LH mt,11-A-4-4,9346140015254,05 No Sales FY25,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Em-5493,Hyun Lavita 1.8 01-04 LH mt At,11-A-6-4,9346140015261,05 No Sales FY25,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Em-5494,"Coro ZRE152,Tar ACR50 07-on Fr",11-A-6-3,9346140015278,02 Gold,176,400,20,18,23,17,26,22,14,13,27,19,27,28,24,46,36,34,35,22,14,23,30,21,29,34,26,37,53,42,42,37,22,24,46,23,41,38
Em-5495,Corolla ZRE152 07-on Rear Atm,11-A-7-3,9346140015285,03 Silver,96,100,2,4,3,4,6,4,4,7,1,1,1,6,8,8,7,4,3,9,3,7,4,3,7,8,6,12,9,12,8,11,8,8,18,6,16,10
Em-5496,"Cor ZRE152,Ruku 07-on Rear Mtm",11-A-7-4,9346140015292,04 Bronze,35,0,0,0,1,0,0,0,0,0,1,0,1,-1,0,2,0,3,-1,0,3,0,1,0,1,3,1,2,2,0,0,2,0,2,2,1,0,2
Em-5497,Corolla ZRE152 07-on LH ALL,11-A-8-3,9346140015308,02 Gold,123,0,11,10,9,9,10,6,8,4,12,4,11,10,11,20,20,8,10,12,4,21,10,12,7,14,15,25,24,16,5,17,8,11,23,21,20,24
Em-5498,Lexus LS400 5.0 V8 95-00 Rear,11-A-8-4,9346140015315,04 Bronze,21,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,-1
Em-5499,BMW 325i E30 2.5 82-92 Fnt L/R,6-B-1-2,9346140015322,04 Bronze,26,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0
Em-5500H,Corolla ZRE152 1.8L 07-09 RH M,11-A-9-3,9346140015339,04 Bronze,36,0,2,-2,1,2,1,-2,-1,0,1,0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,-1,0,1,0
Em-5501,Camry ACV36R 2.4L 02-06 Front,11-A-10-3,9346140015346,04 Bronze,38,50,4,7,7,6,5,2,4,5,7,2,3,4,4,6,4,6,3,1,0,6,5,4,3,5,6,7,5,3,3,3,5,2,8,0,3,3
Em-5502,Camry ACV36R 2.4L 02-06 LH Atm,11-A-9-4,9346140015353,04 Bronze,63,0,3,5,4,2,2,4,-1,1,0,2,1,2,3,5,2,2,2,0,0,4,3,1,2,1,4,1,3,2,3,2,4,1,6,4,1,3
Em-5503H,Camry ACV36R 2.4L 02-06 RH mt,11-A-10-4,9346140021231,04 Bronze,72,100,2,7,5,7,3,3,1,3,3,1,5,4,5,3,8,4,6,4,1,7,2,4,3,2,4,4,6,5,4,1,5,4,9,3,4,7
Em-5504,Camry ACV40 2.4L 7/06-on Front,11-B-1-3,9346140015377,03 Silver,67,200,11,11,10,10,8,7,6,14,14,6,10,15,9,11,14,4,10,3,9,8,10,14,5,5,20,11,7,20,8,10,7,6,7,19,14,24
Em-5505,Camry ACV40R 2.4L 7/06-on LH A,11-B-1-4,9346140015384,03 Silver,44,100,10,12,14,6,4,4,1,4,6,9,6,11,8,12,11,11,9,4,13,6,9,12,6,6,12,9,9,10,11,9,17,13,19,23,11,18
Em-5506H,Camry ACV40 2.4 7/06-on RH mnt,11-B-3-5,9346140015391,02 Gold,203,0,27,27,65,17,50,21,7,14,12,15,10,29,21,14,16,14,23,12,23,15,18,21,19,14,25,16,17,17,24,18,21,22,30,24,20,30
Em-5507H,Corolla ZRE152 1.8 07-on RH At,11-B-2-3,9346140015407,02 Gold,189,0,7,22,20,13,11,18,17,11,9,10,12,13,24,26,23,19,26,14,13,28,17,14,21,20,27,35,34,36,24,12,21,25,32,31,27,53
Em-5508,"Odyssey RB1,2 2.4L 03-08 Front",11-B-3-3,9346140015414,03 Silver,128,0,4,14,8,8,12,13,3,17,9,10,3,13,8,11,7,6,16,5,4,10,9,8,10,9,7,11,11,10,7,5,4,0,11,6,4,10
Em-5509,"Odyssey RB1,2 2.4L 03-08 Rear",11-B-3-4,9346140015421,03 Silver,85,100,2,9,9,8,12,7,5,7,9,10,0,5,2,9,-1,3,8,3,5,4,7,1,7,6,4,6,5,5,2,6,2,-1,5,3,0,6
Em-5510,"Odyssey RB1,2 2.4L 03-08 LH mt",11-B-4-4,9346140015438,04 Bronze,78,0,2,7,1,4,2,1,0,3,2,2,2,2,1,2,-1,1,3,0,2,2,1,-1,4,0,3,4,0,2,2,1,2,0,1,2,0,4
Em-5511,"Odyssey RB1,2 2.4L 03-08 RH mt",11-B-4-3,9346140015445,03 Silver,53,100,7,6,5,7,7,4,2,6,4,8,5,3,4,12,1,8,7,6,4,4,5,5,3,5,7,7,6,9,1,4,1,3,6,4,5,6
Em-5512H,"Comm. VE, VF V8 06-on Frnt L/R",9-B-4-5,9346140015452,01 Platinum,308,200,33,79,86,56,24,44,32,32,40,37,35,27,50,30,46,28,44,35,26,23,14,45,41,42,18,43,56,55,54,29,22,30,44,47,54,36
Em-5513,"Falcon BA,BF,FG 04-on Rear 6sp",6-B-10-5,9346140015469,02 Gold,224,50,18,29,27,27,20,15,14,11,18,23,18,10,11,21,10,8,20,18,11,10,11,16,10,18,18,10,10,19,15,16,10,17,9,12,22,16
Em-5514,Prado RZJ95R 2.7L 96-02 Rear A,11-B-5-3,9346140015476,04 Bronze,22,0,0,0,1,0,0,1,2,0,1,2,-1,1,0,0,0,1,1,0,0,0,0,1,0,2,1,0,1,1,1,1,0,1,0,1,0,0
Em-5515,"4 Runner,Hilux KZN130 Rear Atm",11-B-5-4,9346140015483,04 Bronze,38,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
Em-5516,Terracan V6 3.5 01-07 Frnt L/R,11-B-2-1,9346140010730,04 Bronze,0,30,5,0,0,3,4,5,1,0,3,0,2,2,0,2,6,5,0,0,0,2,0,4,0,2,2,2,4,0,0,0,0,0,2,0,1,0
Em-5517H,Focus 2.0L Duratec 05-07 RH mt,11-B-1-5,9346140015506,07 Not Classed,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5518,Triton MK V6 97-07 4WD Rear A,11-B-6-4,9346140015513,04 Bronze,28,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Em-5519,Daihatsu Sirion 1.3 05- Rr/sb,11-B-7-4,9346140015520,05 No Sales FY25,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Em-5520,Sirion M301S 1.3L 05-06 RH mnt,11-B-7-2,9346140015537,04 Bronze,2,0,0,0,1,1,0,1,0,2,0,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,1,0,0,1
Em-5521,Sirion M301 1.3 05-on LH mount,11-B-8-3,9346140015544,04 Bronze,8,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,-1,-1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
Em-5522,Lancer CJ 2.0L 07-11 Front mnt,11-B-8-4,9346140015551,02 Gold,270,0,18,10,22,16,8,11,7,12,18,7,25,12,17,29,21,19,17,18,7,8,25,20,20,25,20,38,25,21,24,19,8,16,21,23,22,22
Em-5523,Lancer CJ 2.0L 07-11 Rear mt,11-B-9-3,9346140015568,02 Gold,201,0,15,20,25,16,19,21,16,16,28,19,24,27,18,34,36,35,23,19,13,22,24,22,28,32,18,41,36,27,36,20,13,22,35,23,37,25
Em-5524G,Camry ACV40R 2.4L 06-on LH Mtm,11-B-2-5,9346140015575,07 Not Classed,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5525,Celica ST204 2.2L 94-99 LH Atm,11-B-9-4,9346140021248,04 Bronze,17,50,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,2,1,1,2,1,0,0,1,1,3,2,0,1,1,0,1,0,0,3,1
Em-5526,"Astra AH,TS 2.2 01-09 Rear mt",11-B-10-4,9346140015599,04 Bronze,50,0,2,1,2,4,-1,3,3,4,6,1,2,1,5,1,6,1,3,1,0,3,2,3,2,1,1,4,1,2,3,4,1,1,2,2,1,1
Em-5527,Camry ACV40R 2.4L RH S/bar,9-A-1-3,9346140015605,01 Platinum,80,1800,105,91,67,79,98,78,102,95,67,72,73,129,84,119,73,103,103,82,73,92,117,91,80,87,95,99,110,98,85,93,87,123,120,87,96,129
Em-5528G,Camry ACV36 2.4L 02-06 LH Mtm,11-B-2-5,9346140015612,04 Bronze,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EM-5528H,Camry ACV36 2.4L 02-06 LH Mtm,11-B-2-4,9346140047101,07 Not Classed,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5529G,Camry MCV36 3.0L V6 Rear Auto,11-B-4-5,9346140015629,04 Bronze,6,0,6,2,5,10,4,6,2,3,3,0,7,5,3,-1,2,4,1,2,2,3,2,2,4,1,3,4,3,4,5,5,3,6,7,7,1,4
Em-5530G,Camry MCV20/36R 3.0L Rear Mtm,11-B-5-5,9346140015636,04 Bronze,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,1,1,-1,1,1,0,1,1,0,0,1
Em-5531H,Peugeot 306 1.8 1.9 2.0 RH,11-B-1-1,9346140015643,04 Bronze,35,0,1,1,2,2,1,1,2,1,0,0,2,0,0,3,-1,2,1,1,0,0,2,-1,1,1,3,0,2,1,4,0,0,2,0,1,1,1
Em-5532,"Musso, Santa Fe V6 Frnt L/R mt",11-B-1-2,9346140015650,04 Bronze,8,0,-1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Em-5533G,Aurion GSV40 3.5L Front Lower,11-B-2-2,9346140015667,04 Bronze,3,0,7,5,4,9,0,3,1,3,3,6,1,2,5,4,6,6,2,1,0,0,0,0,2,2,3,3,2,0,0,0,0,1,0,0,0,0
Em-5533H,Aurion GSV40 3.5L Front Lower,11-B-6-5,9346140023846,04 Bronze,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,3,9,3,6,3,3,4,5,3,6,4,2,4,8,6,4,13,5
Em-5534,Aurion GSV40 3.5L V6 Front RH,11-B-7-5,9346140023853,02 Gold,233,0,13,14,15,9,10,8,9,10,10,12,12,17,12,17,18,15,10,7,14,9,15,13,21,16,21,16,21,17,29,15,17,21,18,26,22,16
Em-5535,Aurion GSV40 3.5L V6 06-on LH,11-B-8-5,9346140026137,03 Silver,105,0,5,7,4,6,6,3,1,2,3,6,1,3,4,5,6,4,9,5,5,4,4,6,4,9,6,6,6,8,13,1,9,9,6,9,10,5
Em-5536,Aur GSV40/50 3.5 RH SBar 160mm,9-A-2-3,9346140016299,01 Platinum,133,1200,67,71,71,54,60,62,64,56,52,62,68,54,61,79,80,84,79,49,64,65,60,83,82,75,67,93,84,75,88,68,69,65,74,81,99,80
Em-5537,Tar ACR/GSR50 06-15 Rear A,3-D-5-5,9346140024010,02 Gold,83,100,10,7,11,9,12,10,11,5,13,13,15,14,8,15,10,16,18,9,7,13,7,12,16,16,12,18,27,23,17,17,16,9,28,15,23,20
Em-5538,Tarago ACR50 2.4L 06-on LH A,3-D-6-5,9346140026144,02 Gold,133,0,14,9,12,10,15,9,3,11,12,25,5,23,12,19,18,13,14,7,9,6,17,7,16,19,15,16,15,10,22,15,17,10,15,15,16,12
Em-5539B,"Tar ACR50,Rav 2.4L 06-on RH Hy",9-B-3-5,9346140025536,01 Platinum,349,0,29,40,47,37,31,40,19,23,29,24,41,48,56,51,47,47,49,23,20,23,31,27,30,49,43,59,27,63,63,44,37,35,35,44,42,38
Em-5540,Prado KZJ95 3.4L 96-03 Rear M,11-B-3-2,9346140015735,04 Bronze,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0
Em-5541H,"Terri SX,SY 4.0L & Turbo F L/R",4-A-1-5,9346140015742,02 Gold,252,200,59,43,28,30,25,19,18,17,18,27,30,47,31,41,34,27,16,17,25,12,12,14,28,19,20,29,17,14,22,15,17,15,12,20,15,24
Em-5542G,MR2 SW20 2.0L 90-99 Rear Mtm,11-B-2-2,9346140015759,04 Bronze,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Em-5543G,MR2 SW20 2.0L 90-99 LH Mtm,11-B-4-2,9346140015766,04 Bronze,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EM-5543RH*,12305-0Y260 Not for Aus cars,11-B-2-1,9346140043387,07 Not Classed,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5544G,MR2 ZZW30 1.8L 00-06 Front Mtm,11-B-4-2,9346140015773,05 No Sales FY25,2,0,0,0,1,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EM-5544LH*,23720Y380 LH NOT FOR AUS CARS,11-B-3-1,9346140048092,07 Not Classed,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5545G,MR2 ZZW30 1.8 Rear,11-B-5-2,9346140015780,05 No Sales FY25,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EM-5545SB,,11-B-4-1,9346140048108,07 Not Classed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5546G,MR2 ZZW30 1.8L 00-06 LH mt Man,11-B-5-2,9346140015797,05 No Sales FY25,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Em-5547G,MR2 ZZW30 1.8L 00-06 RH mt Man,11-B-5-2,9346140015803,05 No Sales FY25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Em-5548,Ford KA TA 1.3 99-03 Front Mtm,11-B-6-2,9346140015810,04 Bronze,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Em-5549,"Fiesta,Maz 2 04-08 Rear S/bar",11-B-7-1,9346140015827,04 Bronze,125,0,1,1,3,-1,0,2,1,1,0,1,1,0,0,1,1,0,0,0,2,0,-2,0,1,0,0,0,1,5,0,0,1,1,3,0,-1,2
Em-5549B,Fiesta 04-15 Rear S/bar w/brac,11-B-8-2,9346140026151,03 Silver,86,0,1,9,2,5,4,2,3,8,6,7,15,14,10,11,9,7,9,3,6,4,8,6,4,7,8,9,6,10,3,4,3,6,9,2,7,5
Em-5550G,Camry MCV20 97-02 Rear Auto mt,11-B-9-5,9346140015834,04 Bronze,7,0,1,2,1,2,3,3,1,3,1,1,5,5,5,3,6,0,6,3,1,4,3,6,2,6,4,3,2,4,4,3,-1,4,4,4,3,2
Em-5551,"Rav4 GSA33,Tar GSR50 V6 Frnt",11-B-7-3,9346140029541,03 Silver,60,100,3,7,5,5,7,3,2,5,4,5,4,7,4,6,3,4,5,4,6,6,7,3,8,10,7,5,9,3,5,4,5,2,5,4,5,10
Em-5552,Tarago GSR50 3.5L 07-on Rear A,11-B-6-1,9346140048115,06 First Sale in FY26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Em-5552G,Tarago GSR50 3.5L 07-on Rear A,11-B-6-1A,9346140015858,07 Not Classed,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5553,Rav4 ACA20-23 00-03 LH Auto,11-B-8-1,9346140028025,04 Bronze,33,0,0,1,8,2,3,6,2,3,4,1,2,0,3,2,2,0,0,4,2,3,1,4,1,2,0,0,2,1,2,2,6,5,1,3,4,4
Em-5554H,Tarago GSR50 3.5 V6 07-on RH A,11-B-10-5,9346140039533,03 Silver,71,100,6,5,7,8,8,5,2,7,4,6,8,7,4,11,2,3,5,5,5,5,7,6,5,17,8,13,7,5,8,7,6,4,8,4,8,2
Em-5555,Lndcser FZJ105 4.5L 98-02 R Mt,11-B-9-1,9346140015889,04 Bronze,12,20,1,0,1,0,0,0,0,0,1,0,1,0,4,0,4,1,1,1,3,2,1,1,0,1,1,1,2,0,0,0,0,0,0,4,1,1
Em-5556L,Navara D22 3.2L 97-01 Front LH,11-B-9-2,9346140015896,07 Not Classed,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5556R,Navara D22 3.2L 97-01 Front RH,11-B-10-2,9346140016695,07 Not Classed,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5557,Yaris NCP90.91.93. 06- RH Mtm,11-B-10-1,9346140019061,04 Bronze,8,30,2,0,3,1,0,1,0,0,3,-1,0,2,0,1,2,0,2,0,0,2,1,4,2,0,2,5,2,-1,1,0,0,2,2,3,1,2
Em-5558,Cruze 1.8L 09-11 LH mount M,11-C-5-1,9346140015919,04 Bronze,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Em-5559,Cruze JG 2.0TD 09-11 LH mnt,11-C-1-5,9346140015926,04 Bronze,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Em-5559B,"Cruze JG,JH 1.8L 09-14 LH A",12-C-7-5,9346140036433,04 Bronze,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
Em-5559C,"Astr PJ,BK,Cruz JH 12-20 LH M",11-C-10-5,9346140043820,04 Bronze,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Em-5560H,Cruze 1.8L 09-11 RH Hydro mt A,11-C-3-5,9346140015933,04 Bronze,5,30,1,4,3,0,1,2,2,0,1,2,1,2,4,2,3,3,4,3,3,0,2,3,2,1,1,2,0,2,3,1,1,4,3,2,6,5
Em-5561,"A3,Beetle,Bora,Golf 97-04 RH",11-C-4-5,9346140015940,04 Bronze,35,0,1,1,2,-1,1,0,0,0,0,0,0,0,0,1,0,2,1,2,2,0,1,2,0,2,1,0,0,1,0,0,3,1,3,1,0,2
Em-5562,CRV RE4 2.4L 07-12  RH mount A,11-C-5-5,9346140015957,03 Silver,75,0,8,9,4,5,7,7,4,4,6,3,8,6,2,5,12,5,8,4,8,10,5,5,4,10,10,14,6,10,4,6,8,7,14,8,11,8
Em-5563,"Merc C180-250,E200 Rear Man",11-C-1-2,9346140015964,04 Bronze,15,0,-1,0,0,2,0,0,0,0,0,2,0,0,1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Em-5564H,"116i,118i,320i 05-on Front RH",11-C-1-1,9346140015971,04 Bronze,12,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3
Em-5565H,"116i,118i,320i 05-on Front LH",11-C-2-1,9346140015988,04 Bronze,16,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2
Em-5566H,"130i,325i,320i,335i Front L&R",11-C-2-2,9346140015995,04 Bronze,24,0,0,-2,8,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,2,0,0,0,2,0,0,0,0,-1
Em-5567,Maxima J32 3.5L 07-on Front A,11-C-6-5,9346140016008,04 Bronze,54,0,0,0,0,5,1,2,0,0,0,0,0,2,3,-1,1,0,2,0,0,3,0,0,0,0,2,3,0,2,3,3,2,0,3,3,1,1
Em-5567B,"Mur Z51,Path R52 3.5L Front Hy",11-C-9-3,9346140043738,04 Bronze,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,3,1,3,1,2,4,0,1
Em-5568,Maxima J32 3.5L 07-on Rear A,11-C-7-5,9346140016015,04 Bronze,27,0,0,0,0,2,2,0,0,0,1,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,3,1,2,0,3,2,0,1,2
Em-5569,Maxima J32 3.5L 07-on RH mt A,11-C-8-5,9346140016022,04 Bronze,13,30,1,4,2,4,3,1,4,2,0,-1,1,3,1,0,3,1,1,1,2,1,2,-1,0,-1,1,3,0,6,8,5,3,0,3,1,1,3
Em-5570,Maxima J32 3.5 07-on Rear buff,11-C-3-1,9346140016039,04 Bronze,29,0,2,0,1,0,0,1,1,-1,0,1,0,2,0,0,-1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,1,0,7
Em-5571,"380 2.4,3.8L 04-08 Front mnt",11-C-3-2,9346140016046,04 Bronze,16,0,1,0,0,3,2,3,0,0,1,2,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,2,0,2,0,1,1,1,0,1,4
Em-5572,"380 2.4,3.8L 04-08 Rear mnt",11-C-4-1,9346140016053,04 Bronze,18,0,2,0,0,3,1,2,0,0,0,4,1,1,-1,3,2,0,0,0,0,1,2,1,0,1,2,1,2,1,1,0,0,3,1,0,1,4
Em-5573,Patrol GU 4.8L 01-12 Front LR,11-C-4-2,9346140016060,04 Bronze,39,0,0,0,0,0,0,10,0,3,0,0,0,10,0,0,0,2,0,10,0,0,0,20,0,0,2,20,0,0,10,0,16,4,10,4,16,0
Em-5574,"Supra,Soarer 91-02 Rear mnt At",11-C-5-2,9346140016077,04 Bronze,18,0,0,-1,1,1,0,0,0,0,1,0,0,0,0,2,1,-1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,-1
Em-5575H,Peugeot 307 1.6L 06 RH Hydro M,11-C-5-1,9346140016084,04 Bronze,35,0,0,1,2,2,1,0,0,0,1,3,1,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0
Em-5576H,Peugeot 307 2.0L 00 RH Hydro A,11-C-6-1,9346140016091,04 Bronze,26,0,0,0,0,2,2,2,2,1,1,0,3,1,0,0,1,2,1,1,3,0,1,2,1,0,1,3,0,0,0,0,2,4,0,0,1,1
Em-5577G,Prado KDJ120 3.0TD Front L/R,11-C-5-3,9346140016107,04 Bronze,0,,8,6,1,3,10,4,7,1,2,2,0,2,6,8,6,4,4,4,4,0,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,-1
Em-5577H,Prado KDJ120 3.0TD Front L/R,12-C-8-5,9346140043394,04 Bronze,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,3,2,12,4,13,6,6,4,14,7,12
Em-5578,Rav4 ACA33 2.4L 05-08 Rear Atm,11-C-7-1,9346140023860,03 Silver,95,0,8,6,7,6,6,9,2,4,6,7,6,11,7,6,4,8,8,5,2,2,2,3,5,11,3,12,13,9,15,6,5,5,2,13,5,3
Em-5579,Rav4 ACA33 2.4L 05-08 Rear Mtm,11-C-7-2,9346140043493,04 Bronze,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,-1,0,0,3,0,1,4,1,1,1,1,0,1
Em-5579G=EM-5579,Rav4 ACA33 2.4L 05-08 Rear Mtm,11-C-7-2,9346140016121,07 Not Classed,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em-5580,Rav4 ACA38 2.4L 08-on Rear Atm,11-C-8-1,9346140027721,04 Bronze,3,100,0,5,2,2,1,3,1,0,0,1,1,2,1,3,5,0,0,2,0,0,2,2,3,2,2,1,1,1,2,2,1,6,2,7,5,1
